title,price_idr,duration,location,bedrooms,bathrooms,land_size_m2,building_size_m2,certificate,description,facilities,agent_name,updated_by,main_image,image_urls,url
Villa Pererenan - L Village Villa Arwen,Rp 28.000.000,,Disewakan: Rumah & Apartemen dalam Bali,3,3,200,200,,L Village Villa Bali merupakan komplek Villa yang berlokasi di Pererenan sangat dekat dengan  Pantai Pererenan maupun Pantai Canggu. Villa baru saja habis direnovasi dan deep cleaning bulan November 2025. Kondisi saat ini sangat prima siap untuk dihuni. Fasilitas 3Bedroom Villa - Villa Arwen 3 Kamar tidur dengan ukuran Kingsize Bed 3 Kamar Mandi Garase Mobil Dapur dan Ruang makan tertutup bisa dibuka tutup. Kolam renang pribadi Free Wifi One Gate Sistem Security staff Ruang mesin Cuci Harga mulai dari bulan ( Harga sewaktu-waktu bisa berubah tergantung tingkat hunian Villa ) Free Wifi Free Maintenance of Pool and Garden Listrik Exclude menggunakan token Kebersihan on request Spesial harga tahun 2026 hanya 275jt/tahun Villa Only Pool Garden Banjar fee Security Jasa sampah Wifi dikenakan biaya tambahan bulan,,GAIA Property Bali,2026-03-13T14:18:28+07:00,https://apollo.olx.co.id/v1/files/68ce337570d40-ID/image,https://apollo.olx.co.id/v1/files/68ce337570d40-ID/image | https://apollo.olx.co.id/v1/files/68ce33752306c-ID/image | https://apollo.olx.co.id/v1/files/68ce3375ee9e5-ID/image | https://apollo.olx.co.id/v1/files/68ce337503ca1-ID/image | https://apollo.olx.co.id/v1/files/68ce337665776-ID/image | https://apollo.olx.co.id/v1/files/68ce33757b714-ID/image | https://apollo.olx.co.id/v1/files/68ce33762da1d-ID/image | https://apollo.olx.co.id/v1/files/68ce3376b4d64-ID/image | https://apollo.olx.co.id/v1/files/68ce3376a53cf-ID/image | https://apollo.olx.co.id/v1/files/68ce3376d3b18-ID/image | https://apollo.olx.co.id/v1/files/68ce3377aef26-ID/image,https://www.olx.co.id/item/villa-pererenan-l-village-villa-arwen-iid-928770750
Villa Pererenan - 3 Bedroom L Village,Rp 230.000.000,,Disewakan: Rumah & Apartemen dalam Bali,3,3,180,140,,Villa Elizabeth terletak di Komplek L Village Villa sangat cocok untuk hunian jagka panjang.  One gate Sistem dengan 24 Jam Security keamanan masing-masing villa memiliki tempat parkir tersendiri sehingga suasana privacy aman dan nyaman sangat bisa dirasakan di villa ini. Spesifikasi villa - 3 Bedroom all kingsize bed ensuite with bathroom - Ruag tamu dining room dan dapur yang tertutup - Private Pool - Smart TV  - Hot and Cold water Villa seperti baru renovasi terakhir November 2025. Harga spesial hanya 230jt/tahun,,GAIA Property Bali,2026-03-13T14:09:11+07:00,https://apollo.olx.co.id/v1/files/68cde9eb2f42f-ID/image,https://apollo.olx.co.id/v1/files/68cde9eb2f42f-ID/image | https://apollo.olx.co.id/v1/files/68cde9e9c3077-ID/image | https://apollo.olx.co.id/v1/files/68cde9ea8c48a-ID/image | https://apollo.olx.co.id/v1/files/68cde9ea0418d-ID/image | https://apollo.olx.co.id/v1/files/68cde9ea461ad-ID/image | https://apollo.olx.co.id/v1/files/68cde9eb772e1-ID/image | https://apollo.olx.co.id/v1/files/68cde9eb2c777-ID/image | https://apollo.olx.co.id/v1/files/68cde9eb09317-ID/image | https://apollo.olx.co.id/v1/files/68cde9eb7e528-ID/image | https://apollo.olx.co.id/v1/files/68cde9ed6c837-ID/image | https://apollo.olx.co.id/v1/files/68cde9ed1d5da-ID/image | https://apollo.olx.co.id/v1/files/68cde9ed1bbeb-ID/image | https://apollo.olx.co.id/v1/files/68cde9ec176bf-ID/image | https://apollo.olx.co.id/v1/files/68cde9ee0e01a-ID/image | https://apollo.olx.co.id/v1/files/68cde9efd39c4-ID/image | https://apollo.olx.co.id/v1/files/68cde9ee0d93f-ID/image | https://apollo.olx.co.id/v1/files/68cde9ef0900e-ID/image | https://apollo.olx.co.id/v1/files/68cde9efad5f1-ID/image,https://www.olx.co.id/item/villa-pererenan-3-bedroom-l-village-iid-928410720
Villa 3 Kamar Tidur Cantik Disewakan di Area Tumbak Bayuh Canggu,Rp 240.000.000,,Disewakan: Rumah & Apartemen dalam Bali,3,3,305,515,,Disewakan Villa Bagus area Tumbak Bayuh Canggu Lokasi Strategis: 14 menit ke pantai Pererenan 15 menit Ke La Brisa Beach Club 24 menit ke Nuanu Creative City / Beach Club Detail Properti: Luas Tanah 305 m2 Luas Bangunan 210 m2 3 Kamar Tidur 3 Kamar Mandi Lantai 1 Air Sumur Full Furnished Harga Sewa IDR 240 Juta / tahun Bagi yang berminat dengan property ini dapat menghubungi Ayunda,,Re/Max Jaya Hendro,2026-03-13T10:40:40+07:00,https://apollo.olx.co.id/v1/files/69b38734875fd-ID/image,https://apollo.olx.co.id/v1/files/69b38734875fd-ID/image | https://apollo.olx.co.id/v1/files/69b38734a2a9c-ID/image | https://apollo.olx.co.id/v1/files/69b38734ec4da-ID/image | https://apollo.olx.co.id/v1/files/69b387341bb32-ID/image | https://apollo.olx.co.id/v1/files/69b38734d62fe-ID/image | https://apollo.olx.co.id/v1/files/69b38735c6142-ID/image | https://apollo.olx.co.id/v1/files/69b387354c0b4-ID/image | https://apollo.olx.co.id/v1/files/69b38735952b8-ID/image | https://apollo.olx.co.id/v1/files/69b387356968d-ID/image | https://apollo.olx.co.id/v1/files/69b38736ebceb-ID/image | https://apollo.olx.co.id/v1/files/69b3873612889-ID/image | https://apollo.olx.co.id/v1/files/69b387368a5cd-ID/image | https://apollo.olx.co.id/v1/files/69b38736f1988-ID/image | https://apollo.olx.co.id/v1/files/69b387374eebb-ID/image | https://apollo.olx.co.id/v1/files/69b38737effca-ID/image | https://apollo.olx.co.id/v1/files/69b3873753105-ID/image | https://apollo.olx.co.id/v1/files/69b3873761b09-ID/image | https://apollo.olx.co.id/v1/files/69b387374814b-ID/image | https://apollo.olx.co.id/v1/files/69b387387bb37-ID/image,https://www.olx.co.id/item/villa-3-kamar-tidur-cantik-disewakan-di-area-tumbak-bayuh-canggu-iid-943836280
Guest House Available For Monthly Rent In Canggu,Rp 11.000.000,,Disewakan: Rumah & Apartemen dalam Bali,1,1,50,50,,Guest House Available For Monthly Rent In Canggu Guest house located in a convenient area of Canggu close to Black Sand Brewery and surrounded by popular cafés and lifestyle spots. This property offers a comfortable living environment with shared facilities and easy access to nearby amenities. Highlights: Weekly room cleaning included Shared kitchen Shared swimming pool Close to a gym Easy access to cafés and restaurants Located in a quiet yet strategic Canggu neighborhood Price: IDR 11 Million /month Ideal for individuals looking for comfortable living in Canggu with convenient access to daily necessities and lifestyle destinations without the need to manage housekeeping. Contact: Dita,,RE/MAX JAYA CANGGU,2026-03-13T09:51:31+07:00,https://apollo.olx.co.id/v1/files/69b37bb143d88-ID/image,https://apollo.olx.co.id/v1/files/69b37bb143d88-ID/image | https://apollo.olx.co.id/v1/files/69b37bb17ba94-ID/image | https://apollo.olx.co.id/v1/files/69b37bb20b675-ID/image | https://apollo.olx.co.id/v1/files/69b37bb14fddf-ID/image | https://apollo.olx.co.id/v1/files/69b37bb117e73-ID/image | https://apollo.olx.co.id/v1/files/69b37bb24c9f2-ID/image | https://apollo.olx.co.id/v1/files/69b37bb31fe9e-ID/image,https://www.olx.co.id/item/guest-house-available-for-monthly-rent-in-canggu-iid-943834867
Villa Estetik 2 Kamar Tidur Disewakan di Tibubeneng Canggu Area,Rp 210.000.000,,Disewakan: Rumah & Apartemen dalam Bali,2,2,200,400,,Disewakan Villa 2 Bedroom Fully Furnished Lokasi Padonan Tibubeneng Canggu Bali Spesifikasi: Luas Tanah 200 m2 Luas Bangunan kurang lebih 200 m2 1 Lantai Bangunan: Fully Furnished 2 bedroom 2 bathroom Dining room Kitchen Living area Pool Carport Listrik dan sumur bor Disewakan Rp. 210 Juta / Tahun Disewakan Rp. 23 Juta / Bulan Bagi yang berminat dengan property ini dapat menghubungi Esther,,Re/Max Jaya Hendro,2026-03-13T09:23:56+07:00,https://apollo.olx.co.id/v1/files/69b3753ae9de4-ID/image,https://apollo.olx.co.id/v1/files/69b3753ae9de4-ID/image | https://apollo.olx.co.id/v1/files/69b3753b4547d-ID/image | https://apollo.olx.co.id/v1/files/69b3753aa8be6-ID/image | https://apollo.olx.co.id/v1/files/69b3753a0f1c1-ID/image | https://apollo.olx.co.id/v1/files/69b3753bc70f1-ID/image | https://apollo.olx.co.id/v1/files/69b3753b8246f-ID/image | https://apollo.olx.co.id/v1/files/69b3753b4a874-ID/image,https://www.olx.co.id/item/villa-estetik-2-kamar-tidur-disewakan-di-tibubeneng-canggu-area-iid-943834188
Disewakan Villa Murah 4 Bedrooms di Nyanyi Dekat Luna Beach Club,Rp 300.000.000,,Disewakan: Rumah & Apartemen dalam Bali,4,4,250,200,,Villa Dekat Pantai Nyanyi View Sunset Disewakan  Disewakan Villa 4 Kamar di Nyanyi Canggu Villa dgn Desain Modern Tropis Full Furnish dan Legalitas Lengkap  villa eksklusif di salah satu area paling diminati di Bali. Villa ini hadir dengan desain modern ruang terbuka yang lapang serta suasana tropis yang nyaman ideal untuk hunian pribadi maupun investasi.  Detail Properti: Luas Tanah: 250 m² Luas Bangunan: 200 m² Kamar Tidur: 4 unit luas dan terang Kamar Mandi: 4 unit dengan desain elegan Kolam Renang Pribadi ukuran 3x7 meter Full Furnished tinggal masuk! Sertifikat Hak Milik  Akses jalan 3 meter (bisa mobil)  Fitur Tambahan: Terdapat Rooftop yg bisa menikmati pemandangan yg hijau juga sunset Tata ruang ideal untuk kenyamanan dan privasi Area taman dan outdoor lyang menyatu dengan alam Material bangunan berkualitas tinggi Cocok untuk disewakan via Airbnb atau tinggal jangka panjang  Lokasi Premium: Terletak di Nyanyi area berkembang yang lebih tenang dari pusat Canggu namun tetap dekat ke pantai 15 menit ke Echo Beach Pererenan dan Berawa 10 mnt ke pantai Nyanyi Luna Beach Club  30 mnt dari seminyak  60 mnt dari airport  Lingkungan asri dengan komunitas internasional Villa ini siap untuk langsung dihuni atau disewakan kembali. Cocok untuk Anda yang mencari properti legal nyaman dan bernilai investasi tinggi di Bali. Special price utk leasehold,,Independent Agent,2026-03-13T07:34:02+07:00,https://apollo.olx.co.id/v1/files/68cdfcdfebce6-ID/image,https://apollo.olx.co.id/v1/files/68cdfcdfebce6-ID/image | https://apollo.olx.co.id/v1/files/68cdfcde1e3c3-ID/image | https://apollo.olx.co.id/v1/files/68cdfcdf519a6-ID/image | https://apollo.olx.co.id/v1/files/68cdfcdf39b22-ID/image | https://apollo.olx.co.id/v1/files/68cdfcdf84e80-ID/image | https://apollo.olx.co.id/v1/files/68cdfce04894e-ID/image | https://apollo.olx.co.id/v1/files/68cdfce01adc8-ID/image | https://apollo.olx.co.id/v1/files/68cdfce1858f1-ID/image | https://apollo.olx.co.id/v1/files/68cdfce046b44-ID/image | https://apollo.olx.co.id/v1/files/68cdfce07588f-ID/image | https://apollo.olx.co.id/v1/files/68cdfce2360f8-ID/image | https://apollo.olx.co.id/v1/files/68cdfce16249f-ID/image | https://apollo.olx.co.id/v1/files/68cdfce2529ff-ID/image | https://apollo.olx.co.id/v1/files/68cdfce1638dc-ID/image | https://apollo.olx.co.id/v1/files/68cdfce355801-ID/image | https://apollo.olx.co.id/v1/files/68cdfce28d429-ID/image | https://apollo.olx.co.id/v1/files/68cdfce27b382-ID/image | https://apollo.olx.co.id/v1/files/68cdfce36438c-ID/image | https://apollo.olx.co.id/v1/files/68cdfce3240d3-ID/image | https://apollo.olx.co.id/v1/files/68cdfce3bc90f-ID/image,https://www.olx.co.id/item/disewakan-villa-murah-4-bedrooms-di-nyanyi-dekat-luna-beach-club-iid-935663391
Dikontrakkan / Disewakan Rumah Canggu ( Nego ),Rp 58.000.000,,Disewakan: Rumah & Apartemen dalam Bali,2,1,84,36,SHM - Sertifikat Hak Milik,Disewakan Rumah Type 36 di Canggu – Lokasi Strategis! Cari rumah nyaman di area Canggu? Ini pilihan yang cocok untuk tinggal atau working from Bali Spesifikasi Rumah: • Rumah Type 36 • 2 Kamar Tidur • Ruang Tamu luas dan nyaman • 1 Kamar Mandi dengan kondisi bagus • Dapur lengkap dengan rak piring • Carport untuk parkir kendaraan Fasilitas yang sudah tersedia: • 1 AC • 1 Lemari besar • 1 Tempat tidur kecil • kompor • rak dapur • 1 Tempat tv Lokasi sangat strategis di Canggu Dekat ke berbagai tempat populer seperti pantai dan beach club terkenal seperti Finns Beach Club cafe restoran dan area wisata lainnya. Cocok untuk tempat tinggal yang nyaman di kawasan favorit Bali. Minat atau ingin lihat rumahnya langsung? Hubungi saya untuk info lebih detail dan jadwal survey. DM / Chat saya sekarang ya!,,Ferry Yudhitama,2026-03-12T20:08:06+07:00,https://apollo.olx.co.id/v1/files/69b2b75034524-ID/image,https://apollo.olx.co.id/v1/files/69b2b75034524-ID/image | https://apollo.olx.co.id/v1/files/69b2b750e276f-ID/image | https://apollo.olx.co.id/v1/files/69b2b751279ca-ID/image | https://apollo.olx.co.id/v1/files/69b2b7513f1e7-ID/image | https://apollo.olx.co.id/v1/files/69b2b75228358-ID/image | https://apollo.olx.co.id/v1/files/69b2b752b0878-ID/image | https://apollo.olx.co.id/v1/files/69b2b752be2d4-ID/image | https://apollo.olx.co.id/v1/files/69b2b75391431-ID/image | https://apollo.olx.co.id/v1/files/69b2b753b0acf-ID/image | https://apollo.olx.co.id/v1/files/69b2b75353d99-ID/image,https://www.olx.co.id/item/dikontrakkan-disewakan-rumah-canggu-nego--iid-943826183
Disewakan Villa Eliza Lokasi Strategis Di Kawasan Canggu Dekat Wisata Di Bali,Rp 662.475.000,,Disewakan: Rumah & Apartemen dalam Bali,3,3,400,400,,Villa Eliza for Rent Strategic Location in Canggu Area Near Tourist Attractions in Bali Eliza Villa Description : Villa Eliza is ideally situated in the vibrant stretch of Canggu where nature blends harmoniously with funky shops and trendy restaurants. From Finns Beach Club to Canggu Beach the options for shopping and dining are endless. Explore iconic destinations like Tanah Lot temple just a 20-minute drive away or indulge in the surf culture at Echo Beach and Batu Bolong Beach only a 10-minute drive away. For those seeking adventure day trips to Kintamani or Bedugul with stops at enchanting waterfalls along the way are highly recommended. FACILITIES - 400 m2 - 1 Unit Villa - 2 King & Twin Bed Room - 6 Pax - Private Pool - Kitchenette INFORMATION Terms & Conditions - Pet are not allowed - Parties/ Events including loud noise are not allowed - Rate are for Room Only. Additional charges apply for extra night extra bed etc. - Twice a week for General cleaning - Tax of government & service charge included - Electricity are not included Inclusion for package - 3 Bedrooms With Pool View & Garden View - 1 Bathroom with bathtub & 2 Bathroom with shower - Spacious Living Room & Dining Area - Kitchenette - Wifi Connection - Television - Air Conditioner - Private Pool - Free parking area Rental Price : Monthly IDR 81675 juta Yearly IDR 662475 juta,,Rhea Hotels & Villas,2026-03-13T09:25:51+07:00,https://apollo.olx.co.id/v1/files/69b375aac7974-ID/image,https://apollo.olx.co.id/v1/files/69b375aac7974-ID/image | https://apollo.olx.co.id/v1/files/69b375aaec9f2-ID/image | https://apollo.olx.co.id/v1/files/69b375aa5bbb7-ID/image | https://apollo.olx.co.id/v1/files/69b375aae8272-ID/image | https://apollo.olx.co.id/v1/files/69b375aa7696d-ID/image | https://apollo.olx.co.id/v1/files/69b375ab51dab-ID/image | https://apollo.olx.co.id/v1/files/69b375ab13bfd-ID/image | https://apollo.olx.co.id/v1/files/69b375ab043ea-ID/image | https://apollo.olx.co.id/v1/files/69b375ab0826a-ID/image | https://apollo.olx.co.id/v1/files/69b375aca15be-ID/image | https://apollo.olx.co.id/v1/files/69b375ad2a87a-ID/image | https://apollo.olx.co.id/v1/files/69b375adde291-ID/image | https://apollo.olx.co.id/v1/files/69b375ad3a748-ID/image | https://apollo.olx.co.id/v1/files/69b375ad780af-ID/image | https://apollo.olx.co.id/v1/files/69b375ad6f2f5-ID/image | https://apollo.olx.co.id/v1/files/69b375aeadbe1-ID/image | https://apollo.olx.co.id/v1/files/69b375ae4b442-ID/image | https://apollo.olx.co.id/v1/files/69b375ae24203-ID/image | https://apollo.olx.co.id/v1/files/69b375ae97151-ID/image | https://apollo.olx.co.id/v1/files/69b375aecfb13-ID/image,https://www.olx.co.id/item/disewakan-villa-eliza-lokasi-strategis-di-kawasan-canggu-dekat-wisata-di-bali-iid-943834240
Rumah Full Furnished Siap Huni Complete Kitchen & Laundry Kediri Tabanan - SS,Rp 50.000.000,,Disewakan: Rumah & Apartemen dalam Bali,2,1,70,0,,Disewakan Rumah Full Furnished Siap Huni di Jl. Cendana Kediri Tabanan Luas Tanah 70 m² Luas Bangunan 50 m² 2 Kamar Tidur 1 Kamar Mandi Ruang Tamu Dapur Garasi Taman Laundry Room Fasilitas lengkap 2 AC Water heater Kulkas Mesin cuci TV 2 spring bed 2 lemari 2 meja rias Sofa Meja TV Kitchen set Kompor gas beserta tabung Dispenser dan galon Peralatan memasak lengkap Peralatan makan lengkap Listrik 1300 watt Akses lokasi 16 menit ke Pantai Kedungu 20 menit ke Tanah Lot 21 menit ke Nuanu Kondisi siap huni tinggal bawa koper Harga 50jt Kode : SS,,Integrity Property Planner,2026-02-23T13:31:10+07:00,https://apollo.olx.co.id/v1/files/699bf42c0d39c-ID/image,https://apollo.olx.co.id/v1/files/699bf42c0d39c-ID/image | https://apollo.olx.co.id/v1/files/699bf42c4c399-ID/image | https://apollo.olx.co.id/v1/files/699bf42c80ea3-ID/image | https://apollo.olx.co.id/v1/files/699bf42c42ca8-ID/image | https://apollo.olx.co.id/v1/files/699bf42ce7afb-ID/image | https://apollo.olx.co.id/v1/files/699bf42d95610-ID/image | https://apollo.olx.co.id/v1/files/699bf42d31f74-ID/image | https://apollo.olx.co.id/v1/files/699bf42dcbe43-ID/image | https://apollo.olx.co.id/v1/files/699bf42dcbb32-ID/image,https://www.olx.co.id/item/rumah-full-furnished-siap-huni-complete-kitchen-laundry-kediri-tabanan-ss-iid-943360270
DISEWAKAN JANGKA PANJANG VILLA ELEGAN DENGAN 4 KAMAR TIDUR DEKAT PANTAI BATU BOLONG,Rp 10.550.000.000,,Disewakan: Rumah & Apartemen dalam Bali,4,5,255,280,,Sebuah hunian tepi pantai elegan yang dirancang untuk kehidupan mewah di jantung Canggu. Hanya beberapa langkah dari Pantai Batu Bolong rumah baru ini menawarkan keseimbangan yang apik antara desain kontemporer privasi dan gaya hidup tepi pantai yang nyaman. Terletak di atas lahan seluas 255 m2 dengan ruang hunian seluas 280 m2 yang dirancang dengan cermat hunian ini memiliki empat kamar tidur luas dan lima kamar mandi dipenuhi cahaya alami dan sentuhan modern yang hangat. Interior berkonsep terbuka mengalir mulus menuju kolam renang pribadi berukuran 9 x 25 meter menciptakan suasana yang terasa tenang mewah dan mengundang—ideal untuk kehidupan sehari-hari maupun hiburan. Selesai dibangun pada November 2023 properti ini dipegang di bawah hak sewa 25 tahun hingga November 2051 dengan perpanjangan yang dijamin dalam kontrak dengan nilai pasar memastikan ketenangan pikiran jangka panjang. Terletak di zona merah muda dan menawarkan akses dan parkir yang nyaman hunian ini menghadirkan kesempatan langka untuk memiliki rumah tepi pantai yang canggih hanya beberapa saat dari garis pantai paling ikonik di Canggu. Hubungi kami untuk melihat langsung! Harga: IDR 10.550.000.000 Period Sewa: Sampai November 2051,,Luxindo Property,2026-03-06T09:43:44+07:00,https://apollo.olx.co.id/v1/files/69aa3f5a84f7e-ID/image,https://apollo.olx.co.id/v1/files/69aa3f5a84f7e-ID/image | https://apollo.olx.co.id/v1/files/69aa3f5a597b4-ID/image | https://apollo.olx.co.id/v1/files/69aa3f5af1f90-ID/image | https://apollo.olx.co.id/v1/files/69aa3f5a6d7a9-ID/image | https://apollo.olx.co.id/v1/files/69aa3f5a84370-ID/image | https://apollo.olx.co.id/v1/files/69aa3f5bc9b81-ID/image | https://apollo.olx.co.id/v1/files/69aa3f5becdfa-ID/image | https://apollo.olx.co.id/v1/files/69aa3f5ba52dc-ID/image | https://apollo.olx.co.id/v1/files/69aa3f5be190e-ID/image | https://apollo.olx.co.id/v1/files/69aa3f5b88d60-ID/image | https://apollo.olx.co.id/v1/files/69aa3f5db65d5-ID/image | https://apollo.olx.co.id/v1/files/69aa3f5dd70b0-ID/image | https://apollo.olx.co.id/v1/files/69aa3f5d98281-ID/image | https://apollo.olx.co.id/v1/files/69aa3f5dd3ea1-ID/image | https://apollo.olx.co.id/v1/files/69aa3f5e4e782-ID/image | https://apollo.olx.co.id/v1/files/69aa3f5ecc13f-ID/image | https://apollo.olx.co.id/v1/files/69aa3f5e8e954-ID/image | https://apollo.olx.co.id/v1/files/69aa3f5f3be5c-ID/image | https://apollo.olx.co.id/v1/files/69aa3f5fd5286-ID/image | https://apollo.olx.co.id/v1/files/69aa3f5fe6fb9-ID/image,https://www.olx.co.id/item/disewakan-jangka-panjang-villa-elegan-dengan-4-kamar-tidur-dekat-pantai-batu-bolong-iid-943657971
Villa disewakan berlokasi di area premium Berawa-Canggu.,Rp 325.000.000,,Disewakan: Rumah & Apartemen dalam Bali,3,3,175,150,,Hanya ±7 menit ke pantai dekat dengan deretan café hits restoran favorit dan area komersial namun tetap menawarkan suasana tenang dan privat. Dikelilingi pemandangan sawah yang hijau villa ini cocok untuk hunian nyaman maupun short–long stay dengan nuansa Bali yang autentik. Luas tanah 175m2 Luas bangunan 150m2 3 KT 3 KM Fully furnished Pool Taman Harga 325jt/th Meylinda 6892,,Vironica Meylinda,2026-03-12T14:28:20+07:00,https://apollo.olx.co.id/v1/files/69784e7b1010c-ID/image,https://apollo.olx.co.id/v1/files/69784e7b1010c-ID/image | https://apollo.olx.co.id/v1/files/69784e7c67de4-ID/image | https://apollo.olx.co.id/v1/files/69784e7ccf018-ID/image | https://apollo.olx.co.id/v1/files/69784e7b63ac0-ID/image | https://apollo.olx.co.id/v1/files/69784e7cacb3d-ID/image | https://apollo.olx.co.id/v1/files/69784e7c8fa82-ID/image | https://apollo.olx.co.id/v1/files/69784e7c35bf6-ID/image | https://apollo.olx.co.id/v1/files/69784e7ec34e8-ID/image | https://apollo.olx.co.id/v1/files/69784e7fc9e55-ID/image,https://www.olx.co.id/item/villa-disewakan-berlokasi-di-area-premium-berawa-canggu-iid-942649594
Rumah Look Bali Dengan 3 Kamar Lantai 1 di Brawa,Rp 100.000.000,,Disewakan: Rumah & Apartemen dalam Bali,3,1,135,72,,Rumah Look Bali Dengan 3 Kamar Semat Brawa 100Jt/Tahun Luas tanah 135 are Luas banguanan 8 x 9 kamar mandi 2x2 kamar tidur utama 3 x 4 kamar lainnya 3 x 3 listrik 2.200 kwh air sumur bor Luas bangunan 72 m2 3 kmar tdur 1 kmar mandi kitchen teras carport for citycar 2 ruang tamu DM me untuk informasi Lengkapnya,,Wina Gading Pro,2026-03-12T13:55:14+07:00,https://apollo.olx.co.id/v1/files/69b263509edd1-ID/image,https://apollo.olx.co.id/v1/files/69b263509edd1-ID/image | https://apollo.olx.co.id/v1/files/69b263502d6dc-ID/image | https://apollo.olx.co.id/v1/files/69b26350084d0-ID/image | https://apollo.olx.co.id/v1/files/69b2635099453-ID/image | https://apollo.olx.co.id/v1/files/69b26350e5cb0-ID/image | https://apollo.olx.co.id/v1/files/69b263518bb01-ID/image | https://apollo.olx.co.id/v1/files/69b263514d197-ID/image | https://apollo.olx.co.id/v1/files/69b26351cbe47-ID/image | https://apollo.olx.co.id/v1/files/69b2635184f18-ID/image | https://apollo.olx.co.id/v1/files/69b263513922f-ID/image,https://www.olx.co.id/item/rumah-look-bali-dengan-3-kamar-lantai-1-di-brawa-iid-943818564
Rumah 2 Lantai Full Furnished Disewakan di Area Kerobokan Kuta Utara,Rp 160.000.000,,Disewakan: Rumah & Apartemen dalam Bali,4,2,250,400,,Disewakan Rumah 2 Lantai Fully Furnished di Kerobokan Kuta Utara. Berikut spesifikasinya: Luas Tanah: 250 m2 Luas Bangunan: 150 m2 2 Lantai 4 Kamar Tidur 2 Kamar Mandi Lokasi: Kerobokan Zona: Pemukiman Akses Jalan: aspal lebar 2 mobil Jarak: 1 menit ke Tiara Gatsu 1 menit ke SDK Kalam Kudus 3 menit ke Highscoope School 3 menit ke Starbuck Denpasar Barat Harga Sewa: Rp. 160 Juta / tahun Bagi yang berminat dengan property ini dapat menghubungi Echa,,Re/Max Jaya Hendro,2026-03-12T09:24:38+07:00,https://apollo.olx.co.id/v1/files/69b223e4d6614-ID/image,https://apollo.olx.co.id/v1/files/69b223e4d6614-ID/image | https://apollo.olx.co.id/v1/files/69b223e4a7090-ID/image | https://apollo.olx.co.id/v1/files/69b223e45fbd1-ID/image | https://apollo.olx.co.id/v1/files/69b223e4ee984-ID/image | https://apollo.olx.co.id/v1/files/69b223e40b17f-ID/image | https://apollo.olx.co.id/v1/files/69b223e5dfcc5-ID/image | https://apollo.olx.co.id/v1/files/69b223e567534-ID/image | https://apollo.olx.co.id/v1/files/69b223e5031af-ID/image | https://apollo.olx.co.id/v1/files/69b223e504173-ID/image | https://apollo.olx.co.id/v1/files/69b223e5bed27-ID/image | https://apollo.olx.co.id/v1/files/69b223e605caa-ID/image | https://apollo.olx.co.id/v1/files/69b223e6a3868-ID/image,https://www.olx.co.id/item/rumah-2-lantai-full-furnished-disewakan-di-area-kerobokan-kuta-utara-iid-943810293
Villa Baru View Sawah di Canggu Lease 28 Tahun,Rp 3.800.000.000,,Disewakan: Rumah & Apartemen dalam Bali,2,2,175,123,,For sale long least 28 years Brand New luxury villa Rice field view on jln Babakan Canggu Bali. + Only 7 minute to batu bolong beach Canggu - land size 172sqm - building size 123sqn - 2 bedroom - 2 bahtroom - living room - kitchen set - Pool 3x6 meters - Garage Very suitable for villa comercial or villa private Price IDR 38 billion Direct owner,,Independent Agent - Aan Afanshy,2026-03-12T08:22:10+07:00,https://apollo.olx.co.id/v1/files/68cc07d332c23-ID/image,https://apollo.olx.co.id/v1/files/68cc07d332c23-ID/image | https://apollo.olx.co.id/v1/files/68cc07d3a8df7-ID/image | https://apollo.olx.co.id/v1/files/68cc07d3278b3-ID/image | https://apollo.olx.co.id/v1/files/68cc07d3db4b1-ID/image | https://apollo.olx.co.id/v1/files/68cc07d3e88c8-ID/image | https://apollo.olx.co.id/v1/files/68cc07d444933-ID/image | https://apollo.olx.co.id/v1/files/68cc07d458fa8-ID/image | https://apollo.olx.co.id/v1/files/68cc07d41a3c5-ID/image | https://apollo.olx.co.id/v1/files/68cc07d463930-ID/image | https://apollo.olx.co.id/v1/files/68cc07d5084c1-ID/image | https://apollo.olx.co.id/v1/files/68cc07d59cb0c-ID/image | https://apollo.olx.co.id/v1/files/68cc07d503bab-ID/image | https://apollo.olx.co.id/v1/files/68cc07d609a21-ID/image | https://apollo.olx.co.id/v1/files/68cc07d67e935-ID/image | https://apollo.olx.co.id/v1/files/68cc07d60cd5a-ID/image | https://apollo.olx.co.id/v1/files/68cc07d620bfb-ID/image | https://apollo.olx.co.id/v1/files/68cc07d7ab5a9-ID/image | https://apollo.olx.co.id/v1/files/68cc07d70936f-ID/image | https://apollo.olx.co.id/v1/files/68cc07d7cca11-ID/image | https://apollo.olx.co.id/v1/files/68cc07d765b0f-ID/image,https://www.olx.co.id/item/villa-baru-view-sawah-di-canggu-lease-28-tahun-iid-937315691
