title,price_idr,duration,location,bedrooms,bathrooms,land_size_m2,building_size_m2,certificate,description,facilities,agent_name,updated_by,main_image,url
2Br Quiet Villa With Shared Pool,Rp 260.000.000,year,Denpasar Selatan Denpasar,2,1,5000 m²,91 m²,Hak Sewa,This strategically located villa complex in Sanur offers 9 units with 24-hour security providing a safe and serene environment. Just a few minutes' walk to the beach it is also conveniently close to major sightseeing spots: 40 minutes to Ubud and 30 minutes to Seminyak. Complex Overview This nine-villa complex spans a total land size of 5000㎡. Each villa is designed to make you feel at home featuring high gates with round-the-clock security. The villa you will stay in has a total building size of 91㎡. Villa Features The villa includes a spacious bedroom a cozy living room and access to a huge shared swimming pool perfect for relaxation. The large terrace overlooks lush tropical gardens offering a peaceful retreat. The living room adjoins a well-equipped kitchen allowing you the option to cook your own meals or try out Indonesian recipes. Facilities - Spacious terrace with garden view - Living room with equipped kitchen - Large parking area that can accommodate 4 cars and several motorbikes This villa complex is perfect for those seeking a convenient and comfortable stay in the heart of Sanur.,,PBPure Land Property BaliAgen KorporatNIB:190923010****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/2168946/5f2f52c6c5a605a0d50af6a53f00fdb7.png,https://www.rumah123.com/properti/denpasar-denpasar-selatan/2br-quiet-villa-with-shared-pool-hor40095912/
Disewakan Cepat Rumah 3 Kamar Lokasi Strategis Badung,Rp 95.000.000,year,Disewakan Cepat Rumah 3 Kamar Lokasi Strategis Badung | Rumah123,3,2,170 m²,130 m²,Hak Sewa,Luas tanah : 170 m2 Luas Bangunan : 130 m2 K. Tidur 3 | K. Mandi 2 | Water Heater | 1 Lantai | 3.600 VA | Garasi 1 Motor | Full Furnished | 1 Lantai Kawasan hunian & villa yang tenang nyaman dan berkembang pesat Lingkungan asri cocok untuk tempat tinggal maupun investasi villa sewa Dekat cafe restoran minimarket gym dan fasilitas lifestyle BC37 Harga : Rp95.000.000/Tahun NEGO Rp.175000xxxx Tahun NEGO Lokasi : Tibubeneng Kabupaten Badung Bali,,SUJAD mikoAgen IndependenNIB:190324000****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1114540/230d6560908041fe68a3ee9eb8304de0.jpg,https://www.rumah123.com/properti/badung-tibubeneng/disewakan-cepat-rumah-3-kamar-lokasi-strategis-badung-hor41007501/
Disewakan Villa Super Nyaman Modern Minimalis di Kedungu Tabanan,Rp 325.000.000,year,Disewakan Villa Super Nyaman Modern Minimalis di Kedungu Tabanan | vlr222091,,3,,,,For Rent Cemara House at Kedungu Tabanan Land size : 175 m2 Building size : 150m2 3 bedrooms 3 bathroom 1 powder rooms Indoor Kitchen & Living Outdoor dinning (under roof) Pool 3 x 8 meter 2 carport STUNNING RICE PADI VIEW 7 minutes Kedungu Beach 5 minutes jungle padel kedungu 5 minutes international school 10 minutes tanah lot temple 10 minutes Nyanyi beach and Nuanu beach club 20 minutes canggu centre For Rent : - 1 month IDR 35 million - 6 months IDR 180 million - 12 months (annualy) IDR 325 million - excl rent tax Include : - kebersihan ( cleaning ) 2x per week @3 hours per session - ⁠internet monthly by biznet - ⁠pool maintenance (8x per month) - ⁠garden 1x A MONTH,,ErlisAgen KorporatNIB:121021004****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/2098736/6f4c50c8fe7de0375fccff2ef233c97b.jpg,https://www.rumah123.com/properti/tabanan-kedungu/disewakan-villa-super-nyaman-modern-minimalis-di-kedungu-tabanan-vlr222091/
Sewa Villa 3 Kamar di Seminyak,Rp 350.000.000,year,Sewa Villa 3 Kamar di Seminyak | vlr222089,,3,,,,For rent monthly yearly 3BR second floor in jalan mertanadi seminyak *1st floor** Enclosed Livingroom Enclosed kitchen Pool + Shower Small garden Storage Guest toilet Room staff ( maids room ) Toilet staff Garage *2nd floor* 3 BR ensuite bathroom Gazebo Terrace Road Access paving 5 meters 50 meters enter from the main road of mertanadi 5 menit to go to kudeta beach and the shopping center of seminyak The price is Yearly 350 million Monthly 40 million,,TURAHAgen Independen,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1656925/c70f6e95a2b482f0ec7c0fe8246a528f.jpg,https://www.rumah123.com/properti/badung-seminyak/sewa-villa-3-kamar-di-seminyak-vlr222089/
Villa Canggu Tibubeneng,Rp 275.000.000,year,Villa Canggu Tibubeneng | vlr222084,,3,,,,Jual/ sewa: Sewa Harga: 275jt/thn min 2 tahun Refundable security deposit 10% Luas tanah : 200 m² Luas bangunan: 200 m² Sertifikat : SHM IMB Tahun: 2011 Berapa lantai: 2 Kamar tidur: 3 Kamar mandi: 3 Fully furnished/ non/ semi: Fully Furnished Carport/garasi: 1 Listrik: 10.600 Va Air: PDAM Hadap: Barat Lebar Akses jalan: 6m Keterangan tambahan : - Storage room/Kamar staff - Toilet staff,,Puspanaung Dwiliany DwilianyAgen KorporatNIB:121021004****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/72779/b226f1cc20a4181ade00becebb09c4df.jpg,https://www.rumah123.com/properti/badung-tibubeneng/villa-canggu-tibubeneng-vlr222084/
Di Sewakan Villa di Canggu_ Cemagi,Rp 15.000.000,day,Di Sewakan Villa di Canggu_ Cemagi | vlr216692,1,2,,,,BRAND NEW 1BR PRIVATE POOL VILLA - MUNGGU Balinese style same-day check-in possible silent peaceful (end of dead-end street) Location: Munggu (near Cemagi & Seseh Beach) ******** ******** _____ Price: - IDR 1.5 mil / day - IDR 25 mil / month - IDR 150 mil / year ⸻ Villa Details: - Brand new 1BR studio - all-in-one space (bedroom living room & kitchen) - Fully equipped kitchen - Big dining table - perfect for dining or working - 1 bathroom with wardrobe & glass-separated outdoor shower - Private swimming pool - Peaceful & quiet area not busy ⸻ Nearby (within 200m): - Bali & sushi restaurants - Laundry - Convenience store & supermarket - Main road: Jl. By Pass Tanah Lot ⸻ ✨ Included in the price: - Fast Wi-Fi - Smart TV - Water dispenser (hot & cold) - Cleaning 2×/week - Linen & towel change 1×/week ️ - Pool & garden maintenance 2×/week,,KOMANG HERMA (BPXO)Agen Independen,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/2117917/3b0728d7c59d861c02d9c3f35872b699.jpg,https://www.rumah123.com/properti/badung-canggu/di-sewakan-villa-di-canggu-cemagi-vlr216692/
Rumah Kayu 2 Lantai 2 Kamar Dasong Bedugul Tabanan,Rp 115.000.000,year,Rumah Kayu 2 Lantai 2 Kamar Dasong Bedugul Tabanan | Rumah123,2,2,200 m²,104 m²,SHM,Leasehold Rumah Kayu 2 Lantai 2 Kamar Dasong Bedugul Tabanan Tersedia rumah kayu dua lantai yang indah di lokasi yang tenang dan sejuk di Dasong Bedugul Tabanan. Rumah ini terletak hanya 500 meter dari Danau Buyan memberikan suasana alam yang memikat dan akses mudah ke tempat wisata. Dekat dengan restoran bar dan Indomaret Anda akan menikmati kenyamanan hidup dengan segala fasilitas yang dibutuhkan di sekitar. Dengan luas tanah 200m² dan luas bangunan 104m² rumah ini menawarkan ruang yang nyaman. Dibangun di atas dimensi 10×20 meter desain dua lantainya memberikan privasi dan kenyamanan maksimal. Lantai dasar mencakup sebuah kamar tidur berukuran 4×4 meter balkon dapur dan kamar mandi. Lantai atas memiliki konfigurasi serupa dengan kamar tidur balkon dapur dan kamar mandi menciptakan ruang yang cocok untuk keluarga atau sebagai villa sewa. Rumah ini disewakan dalam berbagai pilihan masa sewa: 5 tahun 10 tahun 15 tahun atau 20 tahun dengan harga yang sangat kompetitif. Menyewa rumah ini memberi Anda kesempatan untuk menikmati kenyamanan hidup di Bali dengan pemandangan alam yang menakjubkan dan akses mudah ke berbagai tempat wisata restoran dan fasilitas. Harga sewa: 5 tahun: USD 35000 (IDR 5775 juta) 10 tahun: USD 50000 (IDR 825 juta) 15 tahun: USD 65000 (IDR 10725 milyar) 20 tahun: USD 80000 (IDR 132 milyar) Rumah kayu Lokasi Dasong Bedugul Tabanan 500 meter ke Danau Buyan Dekat resto dan bar Dekat Indomaret Unfurnished Luas tanah 200m2 Dimensi 10×20 Luas bangunan 104m2 2 lantai Lantai dasar Kamar 4×4 Balkon 2×4 Dapur 2×4 Kamar mandi 2×4 Lantai atas Kamar 4×4 Balkon 2×4 Dapur 2×4 Kamar mandi 2×4 Sewa 5 tahun harga USD 35rb / IDR 5775 juta Sewa 10 tahun harga USD 50rb / IDR 825 juta Sewa 15 tahun harga USD 65rb / IDR 10725 milyar Sewa 20 tahun harga USD 80rb / IDR 132 milyar 1 USD = 16500 IDR,,HAN HSWCAgen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1741417/7deeed594da00eedb8ac521430cebd17.jpg,https://www.rumah123.com/properti/tabanan-bedugul/rumah-kayu-2-lantai-2-kamar-dasong-bedugul-tabanan-hor41007046/
Avana Villa Kemenuh Ubud Bali,Rp 265.000.000,year,Avana Villa Kemenuh Ubud Bali | vlr107696,3,3,,,,BRAND NEW 3BRs VILLA FOR RENT @ UBUD Kemenuh - Sukawati Ubud (Bali) Avana Villa @ Ubud 3 Bedrooms W/ great tropical modern architecture villa concept +/- 10 mnts to Central Ubud +/- 10 mnts to Monkey Forest Details: SHM (freehold) IMB Land : 200m2 Building: 150m2 Facing North (Utara) Access road aspal 6m 3 Bedrooms 3 Ensuite Bathroom Full Furnished Airconditioner Waterheater Living & Dinning Area Swimming Pool Maid room Maid bathroom Storage room Sumur bor 7700 kwh Carport Rental price: Rp.265.000.xxx / year,,Meirina RajiantoAgen KorporatNIB:121021004****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/72508/c2f7604579131fdc3f5c3aa2b8758133.jpg,https://www.rumah123.com/properti/gianyar-kemenuh/avana-villa-kemenuh-ubud-bali-vlr107696/
Disewakan Luxury Modern Tropis Villa Jimbaran Hijau Badung - Bali,Rp 360.000.000,year,Disewakan Luxury Modern Tropis Villa Jimbaran Hijau Badung - Bali | vlr218787,1,1,,,,DISEWAKAN LUXURY MODERN TROPIS VILLA JIMBARAN HIJAU BADUNG - BALI Rp. 360 JUTA perTAHUN MINIMAL SEWA 1 TAHUN SHM IMB LT : 170 M² LB : 170 M² 2 LANTAI KT : 1 KM : 1 AIR : PDAM LISTRIK : 2.200 WATT HADAP UTARA/SELATAN LIVING ROOM DINING ROOM KITCHEN CARPORT INCLUDES: WIFI WATER SUPPLY HOUSEKEEPING (2X/WEEK) EXCLUDES: ELECTRICITY PL (GARBAGE DISPOSAL WIFI WATER SUPPLY SECURITY FACILITIES) DRINKING WATER GAS STOVE *FACILITIES:* PUBLIC SWIMMING POOL KIDS' CLUB GYM PARKING JOGGING TRACKS,,PT Galaxy Property UtamaAgen KorporatNIB:121021004****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/982031/b7a9eeaa136ad7bdb3c4a91b58b1a5f9.png,https://www.rumah123.com/properti/badung-jimbaran/disewakan-luxury-modern-tropis-villa-jimbaran-hijau-badung-bali-vlr218787/
Villa Brand New Tropical Villa In Ubud Bali,Rp 170.000.000,year,Villa Brand New Tropical Villa In Ubud Bali | vlr218772,2,2,,,,You can find a very quiet and peaceful location in this villa. 10 minutes from Ubud center Has the most beautiful rice field view. Close to Tegallalang Rice Terraces International School Empathy Traditional Markets and Restaurants. This villa is perfect for those of you looking for a quiet and relaxing vacation spot. Land Size	: 176 Sqm Building Size	: 88 Sqm Title		: Freehold (SHM) Facing		: East Year build	: 2025 Bedroom		: 2 Bathroom	: 2 Feature: AC Swimming pool Garden Fully furnished Storage Kitchen Mini Bar Water heater Water tank Drilling water 4.400 watts electricity Lease Price: IDR 170.000.xxx / year (TANPA PERANTARA / NO BROKER),,Thara LoyalAgen KorporatNIB:150324025****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/47681/22981c5c029c9e097371c8f39def89d8.jpg,https://www.rumah123.com/properti/gianyar-ubud/villa-brand-new-tropical-villa-in-ubud-bali-vlr218772/
Sewa Rumah Semi Villa,Rp 100.000.000,year,https://www.rumah123.com/properti/denpasar-denpasar-barat/sewa-rumah-semi-villa-hor40962897/,2,2,60 m²,12 m²,Hak Sewa,For Rent - Semi Villa House Land Size: 60 sqm Width: 5 m Length: 12.5 m Fully Furnished: * 2 Bedrooms * 2 Bathrooms * 3 Air Conditioners * Water Heater * Kitchen * Carport * And more ‐ Daerah Pura Demak Rental Price: IDR 100 million per year PG.,,RE/MAX SERENITYAgen KorporatNIB:030524005****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/2012646/162b0bc058afe176da7c2cf81b079b34.jpg,https://www.rumah123.com/properti/denpasar-denpasar-barat/sewa-rumah-semi-villa-hor40962897/
3 Villa Cantik 2 Kamar View Sawah Lingkungan Tenang Gg Buntu,Rp 410.000.000,year,Tibubeneng Badung,6,9,,,,Long Leasehold Comfy Villa Tibubeneng Kuta Utara Badung Consist of 3 Two Bedroom Villa (Villa Complex) Each villa has 2 Bedroom Ensuite Bathroom Land size 450 sqm (4.5 Are) Building 650 sqm Electricity each villa 5500 Kwh Well drill water Total 6 Bedroom & 9 Bathroom Very well maintained Villas Located on dead end road Very nice and peaceful surrounding Fully Furnished Nice Ricefield View Parking for Cars and Motorbikes All the five stars rating reviews from guests Very good investment for long term Global Price IDR 11 Billion (Negotiable) LEASE for remaining 27 Years,,Nensi TuitAgen Independen,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/4398463/d60521e8ea123a00331ea01ff534fae6.jpg,https://www.rumah123.com/properti/badung-tibubeneng/3-villa-cantik-2-kamar-view-sawah-lingkungan-tenang-gg-buntu-vlr218761/
Joglo House For Lease In Pemuteran - A Cozy & Natural Retreat,Rp 774.000.000.000,year,Pemuteran,1,1,100 m²,,Lainnya,Step into the warmth and charm of this beautifully designed Joglo-style house nestled in the tranquil village of Pemuteran North Bali. This 1 bedroom 1 bathroom home sits on 100 sqm of land and offers the perfect blend of traditional Indonesian architecture and modern comfort. Crafted entirely from natural wood the house exudes a peaceful earthy atmosphere-ideal for those seeking a relaxing getaway or a serene long-term living experience. The spacious front terrace invites you to unwind while enjoying the tropical garden surroundings. Property Details: &#x2022; Land Size: 100 sqm &#x2022; Title: Leasehold &#x2022; Bedroom: 1 &#x2022; Bathroom: 1 &#x2022; Price: AUD 55.000/25 Years &#x2022; Authentic Joglo architecture &#x2022; Air-conditioned bedroom &#x2022; Private bathroom &#x2022; Lush green surroundings &#x2022; It's only 11 minutes stroll to the stunning Biorock & Beach &#x2022; Can be extended Whether you're looking for a personal retreat or a unique investment in a peaceful area of Bali this Joglo house is a rare opportunity not to be missed.,,Fernandes AzizAgen KorporatNIB:022010976****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1210309/378dd20658d234063db0233edfe4458b.jpg,https://www.rumah123.com/properti/buleleng-pemuteran/joglo-house-for-lease-in-pemuteran-a-cozy-natural-retreat-vlr116717/
Villa Disewakan di Bali,Rp 720.000.000,year,https://www.rumah123.com/properti/badung-canggu/villa-disewakan-di-bali-vlr192763/,2,3,,,,Salam penuh kebahagiaan Villa Prosperity villa yang paling diidamkan di lokasi emas. dekat dengan semua yang Anda butuhkan. jarak berjalan kaki ke pantai restoran supermarket Terdiri dari 2 kamar tidur ditambah dengat outdoor shower dengan taman santai & kolam renang. Benar-benar merelaxkan lokasi lokasi lokasi Harga Rp 720.000.xxx untuk sewa tahunan Penawaran spesial hari bahagia setiap hari sekarang November 2025 Rp 6300xxxx$ USD 3758 ) selama sebulan termasuk wifi air minum Aqua atau air Balian Peralatan Makan pembersihan 3x seminggu Belum termasuk listrik sekitar +/- Rp 1 500 000 Luas tanah : 370m2 Untuk informasi lebih lanjut silahkan menghubungi kami di abiramaproperties@******** atau WhatsApp +62819xxxxxxxxhomeinbali #disewakanvilla #villaprosperity #BerawaCanggu,,Ayu MeiAgen Korporat,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/33017/808356fc38332b7d739745a91ddcf9fc.jpg,https://www.rumah123.com/properti/badung-canggu/villa-disewakan-di-bali-vlr192763/
Rent /Sewa Villa Murah At Kerobokan Kuta Bali Close Canggu,Rp 170.000.000,year,Rent /Sewa Villa Murah At Kerobokan Kuta Bali Close Canggu | vlr218757,,2,,,,Do 354- For rent villa murah at kerobokan kuta bali Land 100 m2 2 bedroom 2 Bathroom Kitchen Dining room Privat swimming pool Price: 170 milion per years,,RiskayaniAgen Independen,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1830827/e1b6ef1ca6f4ba352b735bcbbac3dd1e.jpg,https://www.rumah123.com/properti/badung-kerobokan/rent-sewa-villa-murah-at-kerobokan-kuta-bali-close-canggu-vlr218757/
Di Kontrakkan Vlla Fullurnish di Jalan Tukad Badung Renon,Rp 180.000.000,year,Di Kontrakkan Vlla Fullurnish di Jalan Tukad Badung Renon | vlr218759,4,4,,,,Dikontrakkan Villa Full Furnished Di Jalan Tukad Badung Renon LT 200m2 Full bangunan Ruang tamu 4 kamar tidur 4 kamar mandi Garasi 3 mobil Dapur Full Furnished Air sumur bor Listrik 3500 Watt Private Pool Strategis hanya 120 meter ke jalan utama Tukad Badung Harga 180 Juta Per Tahun NEGO,,RE/MAX SERENITYAgen KorporatNIB:030524005****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/2012646/145a777559db6bf1ee1cf0371578d3e5.jpg,https://www.rumah123.com/properti/denpasar-renon/di-kontrakkan-vlla-fullurnish-di-jalan-tukad-badung-renon-vlr218759/
Villa 1 Lantai Luas 861 M Kamar Tidur 3 Dekat Kampus Unud di Jimbaran,Rp 400.000.000,year,Villa 1 Lantai Luas 861 M Kamar Tidur 3 Dekat Kampus Unud di Jimbaran | vlr218695,,3,,,,Disewakan villa dengan halaman luas di jimbaran (dekat kampus unud) Jl.Mecutan Harga 400juta/tahun Luas tanah 861m² Luas Bangunan ± 180m² 3 kamar tidur 3 kamar mandi Air PDAM Bangunan 1 lantai wnt,,ICHA (TWKV)Agen KorporatNIB:230623011****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1645895/fc149511b920ed98b1242fdd3fa501e9.jpg,https://www.rumah123.com/properti/badung-jimbaran/villa-1-lantai-luas-861-m-kamar-tidur-3-dekat-kampus-unud-di-jimbaran-vlr218695/
Sanur Villa For Rent - 2 Bedroom Private Pool | Yearly Rental,Rp 260.000.000,year,Sanur Villa For Rent - 2 Bedroom Private Pool | Yearly Rental | vlr218652,2,2,,,,Long-Term Villa Rental Bali | Brand New Fully Furnished Private Villa Sanur villa for rent ideal for expatriates seeking a comfortable and private home for long-term living in Bali. This brand new private villa is offered for yearly rental fully furnished and designed for everyday living with a private pool functional layout and a quiet residential environment. A solid option for those looking for Bali homes for rent a private villa or reliable villa hire in the Sanur area. Property Specifications - Property Type: Villa - Location: Sanur Denpasar - Bali - Land Size: 185 m² - Building Size: 177 m² - Bedrooms: 2 - Bathrooms: 2 ensuite bathrooms (with bathtub) - Living Room & Kitchen - Swimming Pool: Private pool - Garden: Available - Parking: Car parking space - Furnishing: Fully furnished - Electricity: 5500 watt - Water Source: Deep well (sumur bor) - Condition: Brand new ready to move in Location & Access - Located in a strategic residential area of Sanur surrounded by cafés restaurants daily markets and gyms. - Thailand Kitchen & Social House - walking distance (±3 minutes) - ±7 minutes - Sanur Harbour - ±8 minutes - The Meru Sanur - ±9 minutes - Tanjung Sari Hotel - ±11 minutes - Dyatmika School ±14 minutes Status & Rental Terms - Status: For Rent (Yearly Rental Only) - Rental Price: IDR 260000000 / year - Price negotiable for a minimum 2-year rental with upfront payment. - 10 years: IDR 2 Billion (Long Term Rental) - Intended for long-term living (not short-term rental) If you are searching for Bali homes for rent a private villa for long-term stay or a well-located villa hire in Sanur this property is ready to view. Contact us via WhatsApp for availability and viewing arrangements. [SRVSR-310],,Tionar ManikAgen KorporatNIB:812001416****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1898857/66688eba3eb9381b5ed83291e6588e13.jpg,https://www.rumah123.com/properti/denpasar-sanur-kaja/sanur-villa-for-rent-2-bedroom-private-pool-yearly-rental-vlr218652/
Villa 2 Lantai di Sanur 3 Bedrooms Kolam Renang Taman Indah,Rp 360.000.000,year,Villa 2 Lantai di Sanur 3 Bedrooms Kolam Renang Taman Indah | Rumah123,3,3,200 m²,200 m²,Lainnya,BB476 3 Bedroom luxury villa in Sanur! IDR 35 mill / month IDR 360 mill / year (services included) 3 bedrooms 3 bathrooms Walk in Closet Working Space Private Pool Modern Kitchen. Enclosed Living Garden Includes: - 2x/week cleaning - 1x/week linen change - Pool maintenance - Garden maintenance - wifi Not included - Linen Laundry - Electricity - Cleaning products Security deposit: 15 mill (refunded upon check out),,RiaAgen KorporatNIB:040124005****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/2010584/cb5f47879379d78edd0b91219a3bb386.jpg,https://www.rumah123.com/properti/denpasar-sanur/villa-2-lantai-di-sanur-3-bedrooms-kolam-renang-taman-indah-hor40960758/
2 Bedroom Modern Villa In Canggu- 5 Minutes To Beach,Rp 23.000.000,month,2 Bedroom Modern Villa In Canggu- 5 Minutes To Beach | Rumah123,2,3,132 m²,132 m²,Lainnya,PRICE DROP! AVAILABLE NOW 2-Bedroom Villa - Only 5 Minutes from Pererenan Beach This charming 2-bedroom villa in Canggu features a thoughtfully designed interior with a spacious living area elegantly decorated bedrooms and a refreshing private pool. Every detail has been carefully selected blending modern comforts with subtle traditional touches to create a welcoming atmosphere-perfect for both relaxation and gatherings. Property Highlights: 2 Bedrooms 2 Bathrooms Fully Furnished Ready to Move In Close to Shopping Centers Near Tourist Attractions Inclusions: Free Wi-Fi Water Supply Housekeeping twice a week Exclusions: Electricity IPL ✨ Special Price: IDR 23 Million / Month ✨ Don't miss the chance to live in an exclusive move-in-ready villa in the desirable Pererenan-Canggu area.,,BDA Real EstateAgen IndependenNIB:022050695****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1775549/2b473117eca7c4d231fcd430ee4a0580.jpg,https://www.rumah123.com/properti/badung-canggu/2-bedroom-modern-villa-in-canggu-5-minutes-to-beach-hor40746144/
Beautiful Villa,Rp 250.000.000,year,Pererenan Badung,,,150 m²,130 m²,SHM,- 2 BEDROOMS - 3 BATHROOMS - KITCHEN - POOL - AC - WATER HEATER - LIVING ROOM - DINING ROOM - SMALL GARDEN - GARAGE,,Putu SukmaAgen Korporat,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/5805/a2b0c3da556011ebd4d02ec789f816ae.jpg,https://www.rumah123.com/properti/badung-pererenan/beautiful-villa-hor18997851/
New Modern 3 Bedroom Villa in Near SideWalk Mall Jimbaran,Rp 27.000.000,month,New Modern 3 Bedroom Villa in Near SideWalk Mall Jimbaran | Rumah123,3,3,150 m²,150 m²,Lainnya,New Modern 3 Bedroom Villa in Near SideWalk Mall Jimbaran Available: 3-Bedroom Brand New Villa in Jimbaran - Near Sidewalk Mall NEGOTIABLE MONTLY : IDR 27 Million YEARLY : IDR 260 Million Features: - 3 bedrooms - 3 bathrooms - 1 guest toilet - Kitchen - Living room (1st floor) - Living/working space (2nd floor) - WiFi - PDAM - Private pool - Hot water - Carport - 6-meter access road - Air conditioning Monthly Rentals Include: - Cleaning - Pool maintenance Exclude: - Laundry - Waste fee - Water - Electricity Location Highlights: - 5 minutes to Sidewalk Mall - 5 minutes to supermarket - 5 minutes to GWK - 5 minutes to McDonald's/KFC - 7 minutes to Jimbaran Beach - 10 minutes to Fish Market - 15 minutes to Airport,,BDA Real EstateAgen IndependenNIB:022050695****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1775549/74bee87525b5671ced602994538d0e2d.jpg,https://www.rumah123.com/properti/badung-jimbaran/new-modern-3-bedroom-villa-in-near-sidewalk-mall-jimbaran-hor40674968/
Brand New Villa D'amelia Jimbaran 2 Bedroom,Rp 25.000.000,month,Brand New Villa D'amelia Jimbaran 2 Bedroom | Rumah123,2,2,100 m²,90 m²,Lainnya,OPEN NEGOTIABLE ! Brand New Villa D'Amelia Jimbaran 2 Bedroom Welcome to D'Amelia Villa Jimbaran a newly built Mediterranean-style retreat that harmoniously combines warm coastal tones with modern tropical comfort. Thoughtfully designed for relaxation and style this 2-bedroom villa is perfect for couples small families or friends seeking a private getaway in Bali's peaceful Jimbaran area. Included : - Sterilized villa upon check in - 3 times/week house keeping cleaning - 2 times/week pool treatment - 1 time/week change linens and towel replace - Wifi internet connection - 1x LPG for cooking - 1x aqua gallon drinking mineral water Excluded : - Electricity bills (IDR 2.500 / kwh) - water supply Contact us to visit the property and for more information!,,BDA Real EstateAgen IndependenNIB:022050695****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1775549/9ebb01d8b8f6d30dab8365f8eefefa6d.jpg,https://www.rumah123.com/properti/badung-jimbaran/brand-new-villa-damelia-jimbaran-2-bedroom-hor40301350/
Modern Apartment 2 Bedroom In The Heart Canggu,Rp 25.000.000,month,Modern Apartment 2 Bedroom In The Heart Canggu | Rumah123,2,3,100 m²,90 m²,Lainnya,Apartment 2 Bedroom in Canggu Stay in the heart of Canggu with this modern two-bedroom apartment located just steps away from the area's most popular cafes restaurants and hotspots. Ideal for urban explorers or business travelers the villa features a cozy living area a functional kitchen and stylish contemporary interiors. Enjoy the comfort of a private home while staying well-connected to Canggu's vibrant lifestyle. Whether you are here for work or leisure this villa offers a convenient and comfortable base in one of Bali's most sought-after locations. Price: IDR 25 million / month Included: Wi-Fi Cleaning service twice a week Linen change twice a month Local banjar tax Garbage collection Excluded: Electricity Linen and personal laundry Personal expenses Available for Rentals Yearly with Price IDR 250 million / year ( VILLA ONLY) Contact us for viewing !,,BDA Real EstateAgen IndependenNIB:022050695****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1775549/fe2b98fad0223fc8beeb0e7aacd366e5.jpg,https://www.rumah123.com/properti/badung-canggu/modern-apartment-2-bedroom-in-the-heart-canggu-hor40752535/
Beautiful Villa,Rp 325.000.000,year,https://www.rumah123.com/properti/badung-canggu/beautiful-villa-hor39558550/,3,3,200 m²,240 m²,SHM,- BEAUTIFUL VILLA - 3 BEDROOMS - 3 BATHROOMS - KITCHEN - POOL - AC - WATER HEATER - LIVING ROOM - DINING ROOM - GARDEN - GARAGE - FURNISHED,,Putu SukmaAgen Korporat,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/5805/4695ec56606c358a9dc45b4ce139eb7a.jpg,https://www.rumah123.com/properti/badung-canggu/beautiful-villa-hor39558550/
Luxury Brand New Villa,Rp 375.000.000,year,https://www.rumah123.com/properti/badung-kerobokan/luxury-brand-new-villa-vlr218634/,2,2,,,,LUXURY BRAND NEW VILLA Sewa Villa JL RAYA KEROBOKAN - Badung LT 110 LB 87 KT 2 KM 2 Listrik 7700 Rp 375.000.xxx SHM Hadap Timur New villa at Kerobokan Rent Montly and Yearly Living room Kitchen fully Furnished Area strategis carpot Near with fasilitas umum,,ELLY (XCTP)Agen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1914521/d73020a1cb72ccb4a110e3fa2d657689.jpg,https://www.rumah123.com/properti/badung-kerobokan/luxury-brand-new-villa-vlr218634/
